6.100000000000000000e+01 5.000000000000000000e+00 7.700000000000000000e+01
6.099040000000000106e+01 5.060400000000001342e+00 7.693040000000000589e+01
6.098160000000000025e+01 5.121600000000000819e+00 7.686159999999999570e+01
6.097359999999999758e+01 5.183599999999998431e+00 7.679359999999999786e+01
6.096640000000000015e+01 5.246399999999994179e+00 7.672639999999999816e+01
6.096000000000000085e+01 5.310000000000002274e+00 7.665999999999999659e+01
6.095439999999999969e+01 5.374399999999994293e+00 7.659439999999999316e+01
6.094959999999999667e+01 5.439599999999998658e+00 7.652960000000000207e+01
6.094559999999999889e+01 5.505600000000001160e+00 7.646559999999999491e+01
6.094239999999999924e+01 5.572400000000001796e+00 7.640240000000000009e+01
6.093999999999999773e+01 5.640000000000000568e+00 7.634000000000000341e+01
6.093840000000000146e+01 5.708399999999997476e+00 7.627840000000000487e+01
6.093760000000000332e+01 5.777600000000006730e+00 7.621760000000000446e+01
6.093760000000000332e+01 5.847599999999999909e+00 7.615760000000000218e+01
6.093840000000000146e+01 5.918400000000005434e+00 7.609839999999999804e+01
6.093999999999999773e+01 5.989999999999994884e+00 7.604000000000000625e+01
6.094239999999999924e+01 6.062399999999996680e+00 7.598239999999999839e+01
6.094559999999999889e+01 6.135599999999996612e+00 7.592560000000000286e+01
6.094959999999999667e+01 6.209599999999994679e+00 7.586960000000000548e+01
6.095439999999999969e+01 6.284400000000005093e+00 7.581440000000000623e+01
6.096000000000000085e+01 6.359999999999999432e+00 7.576000000000000512e+01
6.096640000000000015e+01 6.436400000000006116e+00 7.570640000000000214e+01
6.097359999999999758e+01 6.513599999999996726e+00 7.565359999999999729e+01
6.098160000000000025e+01 6.591599999999999682e+00 7.560160000000000480e+01
6.099040000000000106e+01 6.670400000000000773e+00 7.555039999999999623e+01
6.100000000000000000e+01 6.750000000000000000e+00 7.550000000000000000e+01
6.101039999999999708e+01 6.830399999999997362e+00 7.545040000000000191e+01
6.102159999999999940e+01 6.911600000000007071e+00 7.540160000000000196e+01
6.103359999999999985e+01 6.993600000000000705e+00 7.535360000000000014e+01
6.104639999999999844e+01 7.076400000000006685e+00 7.530639999999999645e+01
6.106000000000000227e+01 7.159999999999996589e+00 7.526000000000000512e+01
6.107439999999999714e+01 7.244399999999998840e+00 7.521439999999999770e+01
6.108959999999999724e+01 7.329599999999999227e+00 7.516960000000000264e+01
6.110560000000000258e+01 7.415599999999997749e+00 7.512560000000000571e+01
6.112239999999999895e+01 7.502399999999994407e+00 7.508239999999999270e+01
6.114000000000000057e+01 7.590000000000003411e+00 7.504000000000000625e+01
6.115840000000000032e+01 7.678399999999996339e+00 7.499840000000000373e+01
6.117759999999999820e+01 7.767600000000001614e+00 7.495759999999999934e+01
6.119760000000000133e+01 7.857600000000005025e+00 7.491759999999999309e+01
6.121840000000000259e+01 7.948400000000006571e+00 7.487839999999999918e+01
6.124000000000000199e+01 8.040000000000006253e+00 7.484000000000000341e+01
6.126239999999999952e+01 8.132400000000004070e+00 7.480240000000000578e+01
6.128560000000000230e+01 8.225600000000000023e+00 7.476521570659393490e+01
6.130960000000000321e+01 8.319600000000008322e+00 7.472803157047711409e+01
6.133440000000000225e+01 8.414400000000000546e+00 7.469084743436029328e+01
6.135999999999999943e+01 8.510000000000005116e+00 7.465366329824347247e+01
6.138640000000000185e+01 8.606400000000007822e+00 7.461647916212663745e+01
6.141360000000000241e+01 8.703599999999994452e+00 7.457929502600981664e+01
6.144160000000000110e+01 8.801600000000007640e+00 7.454211088989299583e+01
6.147039999999999793e+01 8.900400000000004752e+00 7.450492675377617502e+01
6.150000000000000000e+01 9.000000000000000000e+00 7.446774261765935421e+01
6.153040000000000020e+01 9.099999999999994316e+00 7.443055848154253340e+01
6.156159999999999854e+01 9.200000000000002842e+00 7.439337434542571259e+01
6.159360000000000213e+01 9.299999999999997158e+00 7.435619020930887757e+01
6.162640000000000384e+01 9.400000000000005684e+00 7.431900607319205676e+01
6.166000000000000369e+01 9.500000000000000000e+00 7.428182193707523595e+01
6.169440000000000168e+01 9.600000000000008527e+00 7.424463780095841514e+01
6.172959999999999781e+01 9.700000000000002842e+00 7.420745366484159433e+01
6.176559999999999917e+01 9.799999999999997158e+00 7.417026952872477352e+01
6.180239999999999867e+01 9.900000000000005684e+00 7.413308539260795271e+01
6.184000000000000341e+01 1.000000000000000000e+01 7.409590125649111769e+01
6.187838564412918885e+01 1.010000000000000853e+01 7.405871712037429688e+01
6.191703408756123395e+01 1.020000000000000284e+01 7.402153298425747607e+01
6.195568253099327904e+01 1.030000000000001137e+01 7.398434884814065526e+01
6.199433097442531704e+01 1.040000000000000568e+01 7.394716471202383445e+01
6.203297941785736214e+01 1.050000000000000000e+01 7.390998057590701364e+01
6.207162786128940724e+01 1.060000000000000853e+01 7.387279643979017862e+01
6.211027630472144523e+01 1.070000000000000284e+01 7.383561230367335781e+01
6.214892474815349033e+01 1.080000000000001137e+01 7.379842816755653701e+01
6.218757319158553543e+01 1.090000000000000568e+01 7.376124403143971620e+01
6.222622163501757342e+01 1.100000000000000000e+01 7.372405989532289539e+01
6.226487007844961852e+01 1.110000000000000853e+01 7.368687575920607458e+01
6.230351852188166362e+01 1.120000000000000284e+01 7.364969162308925377e+01
6.234216696531370161e+01 1.130000000000001137e+01 7.361250748697241875e+01
6.238081540874574671e+01 1.140000000000000568e+01 7.357532335085559794e+01
6.241946385217778470e+01 1.150000000000000000e+01 7.353813921473877713e+01
6.245811229560982980e+01 1.160000000000000853e+01 7.350095507862195632e+01
6.249676073904187490e+01 1.170000000000000284e+01 7.346377094250513551e+01
6.253540918247391289e+01 1.180000000000001137e+01 7.342658680638831470e+01
6.257405762590595799e+01 1.190000000000000568e+01 7.338940267027149389e+01
6.261270606933800309e+01 1.200000000000000000e+01 7.335221853415465887e+01
6.265135451277004108e+01 1.210000000000000853e+01 7.331503439803783806e+01
6.269000295620208618e+01 1.220000000000000284e+01 7.327785026192101725e+01
6.272865139963413128e+01 1.230000000000001137e+01 7.324066612580419644e+01
6.276729984306616927e+01 1.240000000000000568e+01 7.320348198968737563e+01
6.280594828649821437e+01 1.250000000000000000e+01 7.316629785357055482e+01
6.284459672993025947e+01 1.260000000000000853e+01 7.312911371745371980e+01
6.288324517336229746e+01 1.270000000000000284e+01 7.309192958133689899e+01
6.292189361679434256e+01 1.280000000000001137e+01 7.305474544522007818e+01
6.296054206022638056e+01 1.290000000000000568e+01 7.301756130910325737e+01
