8.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
7.919999999999999929e+00 9.200000000000000400e-01 8.000000000000000167e-02
7.839999999999999858e+00 8.399999999999999689e-01 1.600000000000000033e-01
7.759999999999999787e+00 7.600000000000000089e-01 2.399999999999999911e-01
7.679999999999999716e+00 6.799999999999999378e-01 3.200000000000000067e-01
7.599999999999999645e+00 5.999999999999999778e-01 4.000000000000000222e-01
7.519999999999999574e+00 5.200000000000000178e-01 4.800000000000000377e-01
7.439999999999999503e+00 4.399999999999999467e-01 5.600000000000000533e-01
7.360000000000000320e+00 3.599999999999999867e-01 6.400000000000000133e-01
7.280000000000000249e+00 2.800000000000000266e-01 7.199999999999999734e-01
7.200000000000000178e+00 2.000000000000000666e-01 7.999999999999999334e-01
7.120000000000000107e+00 1.200000000000001066e-01 8.799999999999998934e-01
7.040000000000000036e+00 4.000000000000014655e-02 9.599999999999998535e-01
6.959999999999999964e+00 -3.999999999999981348e-02 1.039999999999999813e+00
6.879999999999999893e+00 -1.199999999999998845e-01 1.119999999999999885e+00
6.799999999999999822e+00 -1.468112864741470958e-01 1.199999999999999956e+00
6.719999999999999751e+00 -1.468112864741470958e-01 1.280000000000000027e+00
6.639999999999999680e+00 -1.468112864741470958e-01 1.360000000000000098e+00
6.559999999999999609e+00 -1.468112864741470958e-01 1.440000000000000169e+00
6.479999999999999538e+00 -1.468112864741470958e-01 1.520000000000000240e+00
6.399999999999999467e+00 -1.468112864741470958e-01 1.600000000000000311e+00
6.319999999999999396e+00 -1.468112864741470958e-01 1.680000000000000382e+00
6.239999999999999325e+00 -1.468112864741470958e-01 1.760000000000000453e+00
6.159999999999999254e+00 -1.468112864741470958e-01 1.802068484942402904e+00
6.079999999999999183e+00 -1.468112864741470958e-01 1.802068484942402904e+00
6.000000000000000000e+00 -1.468112864741470958e-01 1.802068484942402904e+00
5.919999999999999929e+00 -1.468112864741470958e-01 1.802068484942402904e+00
5.839999999999999858e+00 -1.468112864741470958e-01 1.802068484942402904e+00
5.759999999999999787e+00 -1.468112864741470958e-01 1.802068484942402904e+00
5.679999999999999716e+00 -1.468112864741470958e-01 1.802068484942402904e+00
5.599999999999999645e+00 -1.468112864741470958e-01 1.802068484942402904e+00
5.519999999999999574e+00 -1.468112864741470958e-01 1.802068484942402904e+00
